id,title,genres,runtime,release_date,vote_average,vote_count,revenue,budget
3504,11:14,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",86.0,2003-05-16,6.8,206,0,6000000
3505,Men of War,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",103.0,1994-09-04,5.4,29,0,0
3506,Don McKay,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",87.0,2009-04-24,5.4,21,0,0
3507,Deadfall,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",95.0,2012-11-08,5.6,224,66351,12000000
3508,A Shine of Rainbows,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",101.0,2009-10-01,6.3,14,0,6000000
3509,The Hit List,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",90.0,2011-04-02,5.2,73,0,6000000
3510,Emma,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",240.0,2009-10-11,7.6,38,0,0
3511,Videodrome,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",87.0,1983-02-04,7.1,454,2120439,5952000
3512,The Spanish Apartment,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",122.0,2002-05-17,7.0,266,3897799,5300000
3513,Song One,"[{""id"": 18, ""name"": ""Drama""}]",86.0,2014-01-20,5.5,87,32251,6000000
3514,Winter in Wartime,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",103.0,2008-11-17,6.8,66,530048,4000000
3515,Freaky Deaky,"[{""id"": 35, ""name"": ""Comedy""}]",90.0,2012-04-22,4.9,18,0,0
3516,The Train,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",133.0,1964-09-21,7.2,72,6800000,5800000
3517,Trade Of Innocents,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",91.0,2012-09-27,5.5,12,0,0
3518,The Protector,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",108.0,2005-08-11,6.8,167,27165581,6000000
3519,Stiff Upper Lips,"[{""id"": 35, ""name"": ""Comedy""}]",99.0,1998-06-12,10.0,1,0,0
3520,Bend It Like Beckham,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",112.0,2002-04-11,6.2,578,76578641,3500159
3521,Sunshine State,"[{""id"": 18, ""name"": ""Drama""}]",141.0,2002-06-21,6.0,10,0,0
3522,Crossover,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",95.0,2006-09-01,4.2,10,7000000,5800000
3523,Khiladi 786,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",139.0,2012-12-07,4.7,11,126,0
3524,[REC]²,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",85.0,2009-09-15,6.4,489,18469680,5600000
3525,Standing Ovation,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",105.0,2010-07-16,3.9,6,531826,0
3526,The Sting,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",129.0,1973-12-25,7.9,622,159616327,5500000
3527,Chariots of Fire,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",123.0,1981-05-15,6.8,207,58972904,5500000
3528,Diary of a Mad Black Woman,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",116.0,2005-02-25,6.4,71,0,0
3529,Shine,"[{""id"": 18, ""name"": ""Drama""}]",105.0,1996-01-21,7.3,131,0,0
3530,Don Jon,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",90.0,2013-07-26,5.9,1671,0,6000000
3531,High Plains Drifter,"[{""id"": 37, ""name"": ""Western""}]",105.0,1973-04-19,7.4,278,15700000,5500000
3532,Ghost World,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",111.0,2001-07-20,7.1,426,0,7000000
3533,Iris,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",91.0,2001-12-14,6.2,47,0,0
3534,Galaxina,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",95.0,1980-06-06,3.3,16,4865000,5500000
3535,The Chorus,"[{""id"": 18, ""name"": ""Drama""}]",96.0,2004-03-17,7.5,526,0,0
3536,Mambo Italiano,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",92.0,2003-06-06,5.6,28,3031801,4361898
3537,Wonderland,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",104.0,2003-10-23,6.2,73,2466444,5000000
3538,Do the Right Thing,"[{""id"": 18, ""name"": ""Drama""}]",120.0,1989-06-30,7.6,292,37295445,6500000
3539,Harvard Man,"[{""id"": 18, ""name"": ""Drama""}]",99.0,2001-01-01,4.8,15,0,0
3540,Le Havre,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",93.0,2011-05-17,6.8,97,0,3850000
3541,Irreversible,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",97.0,2002-05-22,7.1,538,792,0
3542,R100,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",100.0,2013-10-05,5.4,31,0,5500000
3543,Rang De Basanti,"[{""id"": 18, ""name"": ""Drama""}]",157.0,2006-01-26,7.2,97,11502151,2200000
3544,Animals,"[{""id"": 18, ""name"": ""Drama""}]",90.0,2014-05-15,6.2,9,0,0
3545,Salvation Boulevard,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",96.0,2011-07-15,5.6,28,0,8000000
3546,The Ten,"[{""id"": 35, ""name"": ""Comedy""}]",96.0,2007-08-03,4.9,57,0,0
3547,A Room for Romeo Brass,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10769, ""name"": ""Foreign""}]",90.0,1999-08-23,7.3,18,0,0
3548,Headhunters,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",100.0,2011-08-04,7.1,399,15699707,0
3549,Grabbers,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",94.0,2012-08-10,6.0,140,0,0
3550,Saint Ralph,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",95.0,2004-09-11,7.3,24,0,0
3551,Miss Julie,"[{""id"": 18, ""name"": ""Drama""}]",120.0,2014-09-07,5.9,45,5000000,5500000
3552,Somewhere in Time,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",103.0,1980-10-02,7.2,102,0,5100000
3553,Dum Maaro Dum,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10769, ""name"": ""Foreign""}]",130.0,2011-04-22,5.4,7,0,0
3554,Insidious: Chapter 2,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",106.0,2013-09-12,6.5,1211,0,5000000
3555,Saw II,"[{""id"": 27, ""name"": ""Horror""}]",92.0,2005-10-28,6.3,1251,152925093,4000000
3556,10 Cloverfield Lane,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",103.0,2016-03-10,6.8,2468,108286421,15000000
3557,Jackass: The Movie,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 35, ""name"": ""Comedy""}]",87.0,2002-10-21,6.1,345,64282312,5000000
3558,Lights Out,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",81.0,2016-07-21,6.3,1129,44107032,4900000
3559,Paranormal Activity 3,"[{""id"": 27, ""name"": ""Horror""}]",83.0,2011-10-19,5.9,669,205703818,5000000
3560,Ouija,"[{""id"": 27, ""name"": ""Horror""}]",89.0,2014-10-24,4.9,983,103590271,5000000
3561,A Nightmare on Elm Street 3: Dream Warriors,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",96.0,1987-02-27,6.5,354,44793222,5000000
3562,Instructions Not Included,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",115.0,2013-07-20,7.5,205,99067206,5500000
3563,Paranormal Activity 4,"[{""id"": 27, ""name"": ""Horror""}]",95.0,2012-10-17,5.2,563,142817992,5000000
3564,The Robe,"[{""id"": 18, ""name"": ""Drama""}]",135.0,1953-09-16,6.4,42,36000000,4100000
3565,The Return of the Pink Panther,"[{""id"": 35, ""name"": ""Comedy""}]",113.0,1975-05-21,6.7,137,41833347,5000000
3566,Freddy's Dead: The Final Nightmare,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}]",89.0,1991-09-05,5.1,272,34872033,11000000
3567,Monster,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",110.0,2003-11-16,7.0,485,60378584,8000000
3568,"20,000 Leagues Under the Sea","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",127.0,1954-12-23,6.8,157,28200000,5000000
3569,Paranormal Activity: The Marked Ones,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",84.0,2014-01-01,5.2,449,86362372,5000000
3570,The Elephant Man,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",124.0,1980-10-02,7.9,719,26010864,5000000
3571,Dallas Buyers Club,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",117.0,2013-09-07,7.9,2886,55198285,5000000
3572,The Lazarus Effect,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",83.0,2015-01-29,5.1,505,64110728,3300000
3573,Memento,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",113.0,2000-10-11,8.1,4028,39723096,9000000
3574,Oculus,"[{""id"": 27, ""name"": ""Horror""}]",104.0,2013-09-08,6.3,1050,44030246,5000000
3575,Clerks II,"[{""id"": 35, ""name"": ""Comedy""}]",97.0,2006-05-25,6.9,398,26888376,5000000
3576,Billy Elliot,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",110.0,2000-05-18,7.4,750,110000000,5000000
3577,The Way Way Back,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",103.0,2013-06-06,7.1,688,23198652,4600000
3578,House Party 2,"[{""id"": 35, ""name"": ""Comedy""}]",94.0,1991-10-23,4.7,21,0,0
3579,The Man from Snowy River,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 10749, ""name"": ""Romance""}]",104.0,1982-03-02,6.8,37,20659423,3500000
3580,Doug's 1st Movie,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",77.0,1999-03-26,5.4,22,0,0
3581,The Apostle,"[{""id"": 18, ""name"": ""Drama""}]",134.0,1997-10-09,6.1,38,0,5000000
3582,Mommie Dearest,"[{""id"": 18, ""name"": ""Drama""}]",129.0,1981-09-18,6.5,54,0,0
3583,Our Idiot Brother,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",90.0,2011-08-26,5.9,365,17273593,10000000
3584,Race,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",134.0,2016-02-19,7.1,478,24804129,5000000
3585,The Players Club,"[{""id"": 18, ""name"": ""Drama""}]",104.0,1998-04-08,6.4,14,0,0
3586,"As Above, So Below","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",93.0,2014-08-14,6.1,766,40100000,5000000
3587,Addicted,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",105.0,2014-10-10,5.4,63,0,0
3588,Eve's Bayou,"[{""id"": 18, ""name"": ""Drama""}]",109.0,1997-09-07,6.1,27,0,0
3589,Still Alice,"[{""id"": 18, ""name"": ""Drama""}]",99.0,2014-12-05,7.5,1104,43884652,5000000
3590,The Egyptian,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",139.0,1954-08-25,6.0,11,15000000,5000000
3591,Nighthawks,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",99.0,1981-03-17,6.4,86,19905359,5000000
3592,Friday the 13th Part VIII: Jason Takes Manhattan,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",100.0,1989-07-28,4.8,191,14000000,5000000
3593,My Big Fat Greek Wedding,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",95.0,2002-02-22,6.2,671,368744044,5000000
3594,Spring Breakers,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",94.0,2013-01-24,5.0,1551,31724284,5000000
3595,Halloween: The Curse of Michael Myers,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",88.0,1995-09-29,5.0,170,15116634,5000000
3596,Y Tu Mamá También,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",106.0,2001-06-08,7.3,315,33616692,5000000
3597,Shaun of the Dead,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",99.0,2004-04-09,7.5,2420,30039392,4000000
3598,The Haunting of Molly Hartley,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",82.0,2008-10-31,4.3,48,0,0
3599,Lone Star,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",135.0,1996-06-21,6.9,77,13269963,5000000
3600,Halloween 4: The Return of Michael Myers,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",88.0,1988-10-21,5.9,209,17768757,5000000
3601,April Fool's Day,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",89.0,1986-03-27,5.8,73,0,5000000
3602,Diner,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",110.0,1982-04-02,6.9,83,0,0
3603,Lone Wolf McQuade,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 37, ""name"": ""Western""}]",107.0,1983-04-14,5.5,67,12232628,5000000
3604,Apollo 18,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",86.0,2011-07-20,5.0,356,25562924,5000000
3605,Sunshine Cleaning,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",102.0,2008-01-18,6.5,255,16174377,5000000
3606,No Escape,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",103.0,2015-08-26,6.7,777,54418872,5000000
3607,The Beastmaster,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",118.0,1982-08-20,6.0,97,14056528,0
3608,Solomon and Sheba,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",139.0,1959-12-25,5.4,8,12200000,5000000
3609,Fifty Shades of Black,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",92.0,2016-01-28,4.3,331,21164799,20000000
3610,Not Easily Broken,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",99.0,2009-01-09,6.3,9,0,0
3611,A Farewell to Arms,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",89.0,1932-12-08,6.2,28,25,4
3612,The Perfect Match,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",96.0,2016-03-11,5.2,42,0,0
3613,Digimon: The Movie,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",82.0,2000-03-17,6.2,72,0,5500000
3614,Saved!,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",92.0,2004-01-21,6.3,147,0,0
3615,The Barbarian Invasions,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",99.0,2003-05-21,6.7,77,3432342,8000000
3616,Robin and Marian,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",106.0,1976-03-11,6.6,50,0,0
3617,The Forsaken,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",90.0,2001-04-27,4.9,47,0,5000000
3618,Force 10 from Navarone,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}, {""id"": 53, ""name"": ""Thriller""}]",118.0,1978-11-01,6.4,91,7230000,5000000
3619,UHF,"[{""id"": 35, ""name"": ""Comedy""}]",97.0,1989-07-21,6.7,89,0,5000000
3620,Grandma's Boy,"[{""id"": 35, ""name"": ""Comedy""}]",94.0,2006-01-06,6.6,220,6538177,0
3621,Slums of Beverly Hills,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",91.0,1998-08-14,6.5,44,0,5000000
3622,Once Upon a Time in the West,"[{""id"": 37, ""name"": ""Western""}]",175.0,1968-12-21,8.1,1128,5321508,5000000
3623,Made,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",94.0,2001-07-13,6.3,55,5476060,5000000
3624,Moon,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",97.0,2009-06-12,7.6,1794,9760104,5000000
3625,Keeping Up with the Steins,"[{""id"": 35, ""name"": ""Comedy""}]",90.0,2006-05-12,5.2,18,0,0
3626,Sea Rex 3D: Journey to a Prehistoric World,"[{""id"": 99, ""name"": ""Documentary""}]",41.0,2010-05-14,5.9,11,4074023,5000000
3627,The Sweet Hereafter,"[{""id"": 18, ""name"": ""Drama""}]",112.0,1997-05-14,6.8,103,3263585,5000000
3628,Of Gods and Men,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",120.0,2010-05-18,6.5,91,41424067,4000000
3629,Bottle Shock,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",110.0,2008-08-06,6.6,60,4040588,5000000
3630,Jekyll and Hyde ... Together Again,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",87.0,1982-11-10,4.6,5,0,0
3631,Heavenly Creatures,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",99.0,1994-09-02,7.0,294,3049135,5000000
3632,90 Minutes in Heaven,"[{""id"": 18, ""name"": ""Drama""}]",121.0,2015-09-11,5.4,40,4842699,5000000
3633,Everything Must Go,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",97.0,2010-10-15,6.0,208,2614773,5000000
3634,Zero Effect,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",116.0,1998-01-30,6.0,55,1980338,5000000
3635,The Machinist,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",101.0,2004-02-09,7.3,1247,8203235,5000000
3636,Light Sleeper,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",103.0,1992-08-21,5.7,15,0,5000000
3637,Kill the Messenger,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",112.0,2014-10-09,6.6,355,2450846,5000000
3638,Rabbit Hole,"[{""id"": 18, ""name"": ""Drama""}]",91.0,2010-12-16,6.9,165,5129058,5000000
3639,Party Monster,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",98.0,2003-09-05,5.9,58,742898,5000000
3640,Green Room,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",95.0,2016-04-15,6.7,683,3220371,5000000
3641,The Oh in Ohio,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",88.0,2006-03-30,5.8,27,0,5000000
3642,Atlas Shrugged Part III: Who is John Galt?,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",99.0,2014-09-12,3.9,15,846704,5000000
3643,Bottle Rocket,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",91.0,1996-02-21,6.8,281,560069,7000000
3644,Albino Alligator,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",97.0,1996-09-09,5.6,45,0,6000000
3645,"Gandhi, My Father","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 36, ""name"": ""History""}]",136.0,2007-08-03,6.0,2,0,0
3646,Standard Operating Procedure,"[{""id"": 99, ""name"": ""Documentary""}]",117.0,2008-02-12,6.6,14,0,0
3647,Out of the Blue,"[{""id"": 18, ""name"": ""Drama""}]",94.0,1980-05-01,6.5,17,0,0
3648,Tucker and Dale vs Evil,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",89.0,2010-01-22,7.3,847,5476793,5000000
3649,"Lovely, Still","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",92.0,2008-01-01,6.2,13,0,0
3650,Tycoon,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",128.0,1947-12-27,6.6,4,0,0
3651,Desert Blue,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",90.0,1999-06-06,5.5,9,0,0
3652,Decoys,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",95.0,2004-02-27,4.7,33,0,5000000
3653,The Visit,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",94.0,2015-09-10,6.0,1360,98450062,5000000
